1	1	Walking Dead, The	Days Gone Bye	9.2	14793	2010	[<Person id:0001104[http] name:_Darabont, Frank_>]	[<Person id:0001104[http] name:_Darabont, Frank_>, <Person id:3079117[http] name:_Kirkman, Robert_>, <Person id:3877885[http] name:_Moore, Tony_>, <Person id:1891501[http] name:_Adlard, Charlie_>, <Person id:0001104[http] name:_Darabont, Frank_>]	[u'67', u'Germany:46::(international version)']
1	2	Walking Dead, The	Guts	8.7	9108	2010	[<Person id:0533713[http] name:_MacLaren, Michelle_>]	[<Person id:0001104[http] name:_Darabont, Frank_>, <Person id:3079117[http] name:_Kirkman, Robert_>, <Person id:3877885[http] name:_Moore, Tony_>, <Person id:1891501[http] name:_Adlard, Charlie_>, <Person id:0001104[http] name:_Darabont, Frank_>]	[u'45', u'Germany:43']
1	3	Walking Dead, The	Tell It to the Frogs	8.3	8291	2010	[<Person id:0394586[http] name:_Horder-Payton, Gwyneth_>]	[<Person id:0001104[http] name:_Darabont, Frank_>, <Person id:3079117[http] name:_Kirkman, Robert_>, <Person id:3877885[http] name:_Moore, Tony_>, <Person id:1891501[http] name:_Adlard, Charlie_>, <Person id:0251050[http] name:_Eglee, Charles H._>, <Person id:0517753[http] name:_LoGiudice, Jack_>, <Person id:0001104[http] name:_Darabont, Frank_>, <Person id:0251050[http] name:_Eglee, Charles H._>, <Person id:0517753[http] name:_LoGiudice, Jack_>]	[u'44']
1	4	Walking Dead, The	Vatos	8.6	8109	2010	[<Person id:0719307[http] name:_Renck, Johan_>]	[<Person id:0001104[http] name:_Darabont, Frank_>, <Person id:3079117[http] name:_Kirkman, Robert_>, <Person id:3877885[http] name:_Moore, Tony_>, <Person id:1891501[http] name:_Adlard, Charlie_>, <Person id:3079117[http] name:_Kirkman, Robert_>]	[u'45']
1	5	Walking Dead, The	Wildfire	8.3	7722	2010	[<Person id:0225416[http] name:_Dickerson, Ernest R._>]	[<Person id:0001104[http] name:_Darabont, Frank_>, <Person id:3079117[http] name:_Kirkman, Robert_>, <Person id:3877885[http] name:_Moore, Tony_>, <Person id:1891501[http] name:_Adlard, Charlie_>, <Person id:1185659[http] name:_Mazzara, Glen_>]	[u'45']
1	6	Walking Dead, The	TS-19	8.7	8467	2010	[<Person id:0272704[http] name:_Ferland, Guy_>]	[<Person id:0001104[http] name:_Darabont, Frank_>, <Person id:3079117[http] name:_Kirkman, Robert_>, <Person id:3877885[http] name:_Moore, Tony_>, <Person id:1891501[http] name:_Adlard, Charlie_>, <Person id:1469826[http] name:_Fierro, Adam_>, <Person id:0001104[http] name:_Darabont, Frank_>]	[u'45']
2	1	Walking Dead, The	What Lies Ahead	8.6	7864	2011	[<Person id:0225416[http] name:_Dickerson, Ernest R._>, <Person id:0394586[http] name:_Horder-Payton, Gwyneth_>]	[<Person id:0001104[http] name:_Darabont, Frank_>, <Person id:3079117[http] name:_Kirkman, Robert_>, <Person id:3877885[http] name:_Moore, Tony_>, <Person id:1891501[http] name:_Adlard, Charlie_>, <Person id:0001104[http] name:_Darabont, Frank_>, <Person id:3079117[http] name:_Kirkman, Robert_>]	[u'68', u'Germany:61']
2	2	Walking Dead, The	Bloodletting	8.1	6908	2011	[<Person id:0225416[http] name:_Dickerson, Ernest R._>]	[<Person id:0001104[http] name:_Darabont, Frank_>, <Person id:3079117[http] name:_Kirkman, Robert_>, <Person id:3877885[http] name:_Moore, Tony_>, <Person id:1891501[http] name:_Adlard, Charlie_>, <Person id:1185659[http] name:_Mazzara, Glen_>]	[u'41']
2	3	Walking Dead, The	Save the Last One	8.4	6998	2011	[<Person id:0008971[http] name:_Abraham, Phil_>]	[<Person id:0001104[http] name:_Darabont, Frank_>, <Person id:3079117[http] name:_Kirkman, Robert_>, <Person id:3877885[http] name:_Moore, Tony_>, <Person id:1891501[http] name:_Adlard, Charlie_>, <Person id:0991355[http] name:_Gimple, Scott M._>]	[u'Germany:42']
2	4	Walking Dead, The	Cherokee Rose	7.7	6750	2011	[<Person id:0317382[http] name:_Gierhart, Billy_>]	[<Person id:0001104[http] name:_Darabont, Frank_>, <Person id:3079117[http] name:_Kirkman, Robert_>, <Person id:3877885[http] name:_Moore, Tony_>, <Person id:1891501[http] name:_Adlard, Charlie_>, <Person id:1377920[http] name:_Reilly, Evan T._>]	[u'Germany:42']
2	5	Walking Dead, The	Chupacabra	8.2	6787	2011	[<Person id:0272704[http] name:_Ferland, Guy_>]	[<Person id:0001104[http] name:_Darabont, Frank_>, <Person id:3079117[http] name:_Kirkman, Robert_>, <Person id:3877885[http] name:_Moore, Tony_>, <Person id:1891501[http] name:_Adlard, Charlie_>, <Person id:0424901[http] name:_Johnson, David Leslie_>]	[u'43']
